project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes
2009198,LTSabie_12R 11D,ad6d0541-5275-4249-a95c-fb53ce2af695,IMG_0019.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/ad6d0541-5275-4249-a95c-fb53ce2af695.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:31,1,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.29600000000000004,0.6069333333333333,0.9248999999999999]}""}"
2009198,LTSabie_12R 11D,da48d666-6474-4c4d-aca5-4941c0c655a2,IMG_0020.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/da48d666-6474-4c4d-aca5-4941c0c655a2.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:32,2,,,,,,,false,,,,"{""{\""detectionBox\"":[0.001386666666666672,0.2867,0.6097066666666667,0.8695000000000002]}"",""{\""detectionBox\"":[0.1624,0.8507,0.66928,0.9998999999999999]}""}"
2009198,LTSabie_12R 11D,d21a8e3a-2178-4ee6-8019-977c713a4c29,IMG_0021.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/d21a8e3a-2178-4ee6-8019-977c713a4c29.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:32,2,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.2703,0.5929599999999999,0.8523000000000001]}"",""{\""detectionBox\"":[0.18330666666666665,0.7132000000000001,0.6707733333333333,0.9998999999999999]}""}"
2009198,LTSabie_12R 11D,591717f6-60b1-48f3-95b5-9f72d085bca9,IMG_0022.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/591717f6-60b1-48f3-95b5-9f72d085bca9.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:52,3,,,,,,,false,,,,"{""{\""detectionBox\"":[0.001386666666666672,0.1929,0.51104,0.40850000000000003]}"",""{\""detectionBox\"":[0,0.3968,0.666656,0.9702]}"",""{\""detectionBox\"":[0.0888,0.3812,0.5665600000000002,0.7615999999999999]}""}"
2009198,LTSabie_12R 11D,3a0d48c6-ac31-4026-807a-3d631d5e4a17,IMG_0023.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/3a0d48c6-ac31-4026-807a-3d631d5e4a17.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:52,3,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.4523,0.6651733333333334,0.9687000000000001]}"",""{\""detectionBox\"":[0.001386666666666672,0.1929,0.5082666666666666,0.4099999999999999]}"",""{\""detectionBox\"":[0.08602666666666667,0.37420000000000003,0.5651733333333333,0.7156]}""}"
2009198,LTSabie_12R 11D,523582d2-35f7-4ac5-b7e2-509314b4107b,IMG_0024.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/523582d2-35f7-4ac5-b7e2-509314b4107b.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:19:53,3,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.5054,0.6637866666666666,0.9685999999999999]}"",""{\""detectionBox\"":[0.001386666666666672,0.19530000000000003,0.5096533333333333,0.4093]}"",""{\""detectionBox\"":[0.08325333333333332,0.37100000000000005,0.5651733333333333,0.7631000000000001]}""}"
2009198,LTSabie_12R 11D,9a3ef4f8-28b0-4fa3-b7dc-b9394d182a4c,IMG_0025.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/9a3ef4f8-28b0-4fa3-b7dc-b9394d182a4c.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:20:18,4,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.3882,0.5985066666666666,0.7131000000000001]}"",""{\""detectionBox\"":[0.10831999999999999,0.22570000000000004,0.4874133333333333,0.4022]}"",""{\""detectionBox\"":[0.02637866666666667,0.8101000000000002,0.670752,0.9999000000000001]}"",""{\""detectionBox\"":[0.05832533333333334,0.024990000000000002,0.4055253333333334,0.20149]}""}"
2009198,LTSabie_12R 11D,0b640a27-01d3-43b3-b9a1-8813d7affc96,IMG_0026.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/0b640a27-01d3-43b3-b9a1-8813d7affc96.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:20:18,4,,,,,,,false,,,,"{""{\""detectionBox\"":[0.001386666666666672,0.35780000000000006,0.5735466666666666,0.7062000000000002]}"",""{\""detectionBox\"":[0,0.7835000000000001,0.6874666666666667,0.9999000000000001]}"",""{\""detectionBox\"":[0.10831999999999999,0.2312,0.4693866666666666,0.4163]}"",""{\""detectionBox\"":[0.03054933333333333,0.0007812,0.40409599999999996,0.18278119999999998]}""}"
2009198,LTSabie_12R 11D,94f2967a-af38-46c3-8b56-4afeb0f5db74,IMG_0027.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/94f2967a-af38-46c3-8b56-4afeb0f5db74.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:20:19,4,,,,,,,false,,,,"{""{\""detectionBox\"":[0.001386666666666672,0.3453,0.5721600000000001,0.6898]}"",""{\""detectionBox\"":[0,0.7148,0.6791466666666667,0.9998999999999999]}"",""{\""detectionBox\"":[0.10970666666666666,0.2304,0.4666133333333333,0.3952]}"",""{\""detectionBox\"":[0.018048,0.0007812,0.3999146666666666,0.1749812]}""}"
2009198,LTSabie_12R 11D,54c76fe6-bd84-48fa-86d1-55dc82a3193f,IMG_0028.JPG,gs://145625598251_2009198_309_env623__main/deployment/2367655/prod/directUpload/54c76fe6-bd84-48fa-86d1-55dc82a3193f.JPG,0,Jessica Stubbs,55631055-3e0e-4b7a-9612-dedebe9f78b0,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,,2025-02-08 15:20:34,2,,,,,,,false,,,,"{""{\""detectionBox\"":[0,0.6117000000000001,0.72352,0.9991]}"",""{\""detectionBox\"":[0.027776,0.20230000000000004,0.4624426666666666,0.36940000000000006]}""}"
